experiment_id,window_id,relation_id,source_id,target_id,estimator_id,direction,estimability,strength,absolute_strength,sign,sample_count,p_value,non_estimable_reason,valid_block_count,minimum_valid_blocks_met,estimable_block_fraction,sign_preservation_fraction,strength_preservation_fraction,persistence,median_block_strength,median_block_absolute_strength,loo_estimable_count,loo_sign_preservation_fraction,loo_median_absolute_strength_change,leave_one_block_out_robust,bootstrap_estimable_count,bootstrap_estimable_fraction,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_ci_width,bootstrap_interval_crosses_zero,bootstrap_interval_supports_full_sign,bootstrap_sign_support_fraction,missingness_estimable_count,missingness_estimable_fraction,missingness_sign_preservation_fraction,missingness_median_absolute_strength_change,missingness_stress_robust,classification_status,classification_reason,eligible_condition_count_met,eligible_condition_count_total,candidate_condition_count_met,candidate_condition_count_total,failed_eligible_conditions,failed_candidate_conditions,condition_estimable_on_full_baseline,condition_eligible_strength,condition_candidate_strength,condition_minimum_valid_blocks_met,condition_eligible_estimable_block_fraction,condition_eligible_sign_preservation,condition_eligible_persistence,condition_candidate_persistence,condition_eligible_ci_width,condition_candidate_ci_width,condition_eligible_interval_sign_support,condition_leave_one_block_out_robust,condition_missingness_stress_robust
CGIE3_ID_02,3d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,spearman,undirected,estimable,-0.5691115683,0.5691115683,-1,7429,0,,12,True,1,0.9166666667,0.8333333333,0.8333333333,-0.4362064366,0.4362064366,12,1,0.007909369308,True,500,1,-0.6335570548,-0.5013057371,0.1322513178,False,True,1,100,1,1,0.001887667005,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,spearman,undirected,estimable,-0.1358517721,0.1358517721,-1,7429,6.135149676e-32,,12,True,1,0.9166666667,0.3333333333,0.3333333333,-0.1367276905,0.1367276905,12,1,0.01014269328,True,500,1,-0.2326753749,-0.04706898992,0.185606385,False,True,0.996,100,1,1,0.00274319624,True,rejected,eligible_and_candidate_conditions_not_met,8,10,2,4,eligible_strength|eligible_persistence,candidate_strength|candidate_persistence,True,False,False,True,True,True,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,spearman,undirected,estimable,0.5554651543,0.5554651543,1,6411,0,,12,True,1,0.9166666667,1,0.9166666667,0.5065973478,0.5065973478,12,1,0.01287013834,True,500,1,0.4728561023,0.6362392012,0.163383099,False,True,1,100,1,1,0.00219833335,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,spearman,undirected,estimable,0.1904741929,0.1904741929,1,7429,1.219008116e-61,,12,True,1,0.75,0.75,0.5833333333,0.2673389824,0.3299279293,12,1,0.0166827527,True,500,1,0.09132181549,0.2844068942,0.1930850787,False,True,1,100,1,1,0.002586000821,True,rejected,eligible_and_candidate_conditions_not_met,8,10,3,4,eligible_strength|eligible_persistence,candidate_strength,True,False,False,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,spearman,undirected,estimable,0.3355845205,0.3355845205,1,7429,5.635049323e-195,,12,True,1,0.8333333333,0.5833333333,0.5833333333,0.2566675107,0.2566675107,12,1,0.01492393151,True,500,1,0.2459796714,0.4179533535,0.1719736821,False,True,1,100,1,1,0.002453801002,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,spearman,undirected,estimable,-0.2502342405,0.2502342405,-1,6411,4.047376623e-92,,12,True,1,0.75,0.5,0.4166666667,-0.135012019,0.2051607921,12,1,0.02100308473,True,500,1,-0.3410431423,-0.1432717561,0.1977713862,False,True,1,100,1,1,0.002541224795,True,rejected,eligible_and_candidate_conditions_not_met,8,10,3,4,eligible_strength|eligible_persistence,candidate_persistence,True,False,True,True,True,True,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,spearman,undirected,estimable,0.3159157065,0.3159157065,1,7429,7.932916806e-172,,12,True,1,1,0.6666666667,0.6666666667,0.2516708007,0.2516708007,12,1,0.01717415342,True,500,1,0.2213864379,0.4022511053,0.1808646674,False,True,1,100,1,1,0.002526156018,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,spearman,undirected,estimable,-0.8153786569,0.8153786569,-1,6411,0,,12,True,1,1,1,1,-0.7809931326,0.7809931326,12,1,0.009798954594,True,500,1,-0.8596751536,-0.765818862,0.09385629168,False,True,1,100,1,1,0.001443190634,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,spearman,undirected,estimable,-0.3260219094,0.3260219094,-1,6411,1.241165136e-158,,12,True,1,1,0.6666666667,0.6666666667,-0.2607293526,0.2607293526,12,1,0.01264482342,True,500,1,-0.4224052288,-0.2287500856,0.1936551432,False,True,1,100,1,1,0.003188319753,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::depth_mad_km--event_count,depth_mad_km,event_count,spearman,undirected,estimable,0.2324635743,0.2324635743,1,8676,8.456156407e-107,,12,True,1,0.5833333333,0.5833333333,0.4166666667,0.1101023426,0.4087921193,12,1,0.02634981171,True,500,1,0.1240092848,0.328699212,0.2046899271,False,True,1,100,1,1,0.0026659599,True,rejected,eligible_and_candidate_conditions_not_met,7,10,3,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_persistence,True,False,True,True,True,False,False,False,True,True,True,True,True
CGIE3_ID_02,7d,spearman::depth_mad_km--interevent_time_mad_hours,depth_mad_km,interevent_time_mad_hours,spearman,undirected,estimable,-0.04531972965,0.04531972965,-1,8676,2.412111659e-05,,12,True,1,0.4166666667,0.6666666667,0.3333333333,0.167910161,0.3027495255,12,0.8333333333,0.02536618407,True,500,1,-0.1343606733,0.04822863812,0.1825893114,True,False,0.79,100,1,1,0.002669836307,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,7d,spearman::depth_mad_km--log10_cumulative_energy_joule,depth_mad_km,log10_cumulative_energy_joule,spearman,undirected,estimable,0.08665480639,0.08665480639,1,8676,6.190190259e-16,,12,True,1,0.5833333333,0.5833333333,0.4166666667,0.07021308467,0.2465285261,12,1,0.01919349413,True,500,1,-0.0191825123,0.1773626721,0.1965451844,True,False,0.948,100,1,1,0.002201339674,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,7d,spearman::depth_mad_km--maximum_magnitude,depth_mad_km,maximum_magnitude,spearman,undirected,estimable,0.07972641941,0.07972641941,1,8676,1.030824889e-13,,12,True,1,0.5,0.6666666667,0.5,0.0758849941,0.303096965,12,1,0.01525577584,True,500,1,-0.0169400708,0.1747062093,0.1916462801,True,False,0.948,100,1,1,0.002291521398,True,rejected,eligible_and_candidate_conditions_not_met,6,10,3,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength,True,False,False,True,True,False,False,True,True,True,False,True,True
CGIE3_ID_02,7d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,spearman,undirected,estimable,-0.364965898,0.364965898,-1,8676,1.331340836e-271,,12,True,1,0.9166666667,1,0.9166666667,-0.5465680327,0.5465680327,12,1,0.01803498455,True,500,1,-0.4572490413,-0.2556491504,0.2015998909,False,True,1,100,1,1,0.002414837547,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::depth_mad_km--median_interevent_time_hours,depth_mad_km,median_interevent_time_hours,spearman,undirected,estimable,-0.1407664614,0.1407664614,-1,8676,1.214845242e-39,,12,True,1,0.5,0.75,0.4166666667,0.03365372115,0.3596181173,12,1,0.03463246967,True,500,1,-0.2398838054,-0.03739356516,0.2024902403,False,True,0.998,100,1,1,0.002681269016,True,rejected,eligible_and_candidate_conditions_not_met,7,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,True,True,True
CGIE3_ID_02,7d,spearman::depth_mad_km--spatial_dispersion_km,depth_mad_km,spatial_dispersion_km,spearman,undirected,estimable,0.07657612754,0.07657612754,1,8676,9.188381695e-13,,12,True,1,0.5833333333,0.6666666667,0.4166666667,0.09259950197,0.2686103796,12,1,0.01641367007,True,500,1,-0.02029445953,0.1840267851,0.2043212446,True,False,0.938,100,1,1,0.002461893146,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,7d,spearman::depth_mad_km--temporal_burstiness,depth_mad_km,temporal_burstiness,spearman,undirected,estimable,0.02679282331,0.02679282331,1,8578,0.01308057706,,12,True,1,0.5,0.4166666667,0.25,0.04571782573,0.1723124751,12,0.6666666667,0.03076413364,False,500,1,-0.05957397029,0.1212653111,0.1808392814,True,False,0.722,100,1,1,0.002701080576,True,rejected,eligible_and_candidate_conditions_not_met,5,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support|leave_one_block_out_robust,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,False,True
CGIE3_ID_02,7d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,spearman,undirected,estimable,-0.688406885,0.688406885,-1,8676,0,,12,True,1,1,0.75,0.75,-0.5416065646,0.5416065646,12,1,0.01102831448,True,500,1,-0.7550559099,-0.616731706,0.138324204,False,True,1,100,1,1,0.00204296212,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,spearman,undirected,estimable,0.7666303704,0.7666303704,1,8719,0,,12,True,1,1,0.9166666667,0.9166666667,0.6276685412,0.6276685412,12,1,0.008851790957,True,500,1,0.7218049523,0.8007319093,0.07892695702,False,True,1,100,1,1,0.0009414083102,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,spearman,undirected,estimable,0.6896061577,0.6896061577,1,8719,0,,12,True,1,0.8333333333,0.75,0.75,0.523355009,0.523355009,12,1,0.009899326466,True,500,1,0.6464108684,0.7305298761,0.08411900776,False,True,1,100,1,1,0.00102925879,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::event_count--median_depth_km,event_count,median_depth_km,spearman,undirected,estimable,-0.2208414768,0.2208414768,-1,8719,8.756114056e-97,,12,True,1,0.6666666667,0.6666666667,0.5,-0.136132836,0.2682599714,12,1,0.02743941851,True,500,1,-0.319628874,-0.1225890617,0.1970398123,False,True,1,100,1,1,0.002386592386,True,candidate,candidate_conditions_met,7,10,4,4,eligible_strength|eligible_sign_preservation|eligible_persistence,,True,False,True,True,True,False,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,spearman,undirected,estimable,-0.810951928,0.810951928,-1,8676,0,,12,True,1,1,0.9166666667,0.9166666667,-0.6664325172,0.6664325172,12,1,0.005892168998,True,500,1,-0.8481092343,-0.7622441688,0.08586506542,False,True,1,100,1,1,0.001361805163,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::event_count--spatial_dispersion_km,event_count,spatial_dispersion_km,spearman,undirected,estimable,-0.1930917567,0.1930917567,-1,8676,1.192848623e-73,,12,True,1,0.5833333333,0.6666666667,0.4166666667,-0.09258497733,0.2127632264,12,1,0.02028067878,True,500,1,-0.2917047318,-0.09518681774,0.1965179141,False,True,1,100,1,1,0.002592980345,True,rejected,eligible_and_candidate_conditions_not_met,7,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,True,True,True
CGIE3_ID_02,7d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,spearman,undirected,estimable,0.7135910808,0.7135910808,1,8578,0,,12,True,1,1,0.9166666667,0.9166666667,0.4630381925,0.4630381925,12,1,0.01838071915,True,500,1,0.6599002824,0.7605012426,0.1006009602,False,True,1,100,1,1,0.00149565723,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,interevent_time_mad_hours,log10_cumulative_energy_joule,spearman,undirected,estimable,-0.5874195081,0.5874195081,-1,8676,0,,12,True,1,0.8333333333,0.75,0.6666666667,-0.4745854192,0.4745854192,12,1,0.01477030334,True,500,1,-0.6514055913,-0.5231798544,0.1282257368,False,True,1,100,1,1,0.001719373411,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--maximum_magnitude,interevent_time_mad_hours,maximum_magnitude,spearman,undirected,estimable,-0.5469559863,0.5469559863,-1,8676,0,,12,True,1,0.8333333333,0.9166666667,0.8333333333,-0.3854027309,0.4140594442,12,1,0.009010152242,True,500,1,-0.6120770291,-0.4767796325,0.1352973966,False,True,1,100,1,1,0.001604893487,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,spearman,undirected,estimable,0.2304789364,0.2304789364,1,8676,5.746379569e-105,,12,True,1,0.6666666667,0.5833333333,0.3333333333,0.1778919766,0.2356247234,12,1,0.0301769421,True,500,1,0.1417876562,0.3336395641,0.1918519078,False,True,1,100,1,1,0.002394390808,True,rejected,eligible_and_candidate_conditions_not_met,7,10,3,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_persistence,True,False,True,True,True,False,False,False,True,True,True,True,True
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,spearman,undirected,estimable,0.8876132627,0.8876132627,1,8676,0,,12,True,1,1,1,1,0.8660005766,0.8660005766,12,1,0.006235901218,True,500,1,0.8366351314,0.9296301028,0.09299497138,False,True,1,100,1,1,0.001485950831,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--spatial_dispersion_km,interevent_time_mad_hours,spatial_dispersion_km,spearman,undirected,estimable,0.3415741573,0.3415741573,1,8676,5.34719872e-236,,12,True,1,0.9166666667,0.5833333333,0.5833333333,0.2668662533,0.2668662533,12,1,0.01286578615,True,500,1,0.2557059555,0.4265982384,0.170892283,False,True,1,100,1,1,0.002470711376,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,spearman,undirected,estimable,-0.8309718002,0.8309718002,-1,8578,0,,12,True,1,1,1,1,-0.7601873849,0.7601873849,12,1,0.007792026344,True,500,1,-0.8607218973,-0.794062041,0.06665985635,False,True,1,100,1,1,0.0009146671731,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,spearman,undirected,estimable,0.9820847483,0.9820847483,1,8719,0,,12,True,1,1,1,1,0.9387616303,0.9387616303,12,1,0.0005541953912,True,500,1,0.9761746687,0.9862666677,0.01009199901,False,True,1,100,1,1,0.0001195071136,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,spearman,undirected,estimable,-0.09473438297,0.09473438297,-1,8719,7.681251372e-19,,12,True,1,0.75,0.8333333333,0.6666666667,-0.246148306,0.3735886651,12,1,0.02286009245,True,500,1,-0.1847038009,0.002828959832,0.1875327607,True,False,0.972,100,1,1,0.002274245618,True,rejected,eligible_and_candidate_conditions_not_met,7,10,3,4,eligible_strength|eligible_persistence|eligible_interval_sign_support,candidate_strength,True,False,False,True,True,True,False,True,True,True,False,True,True
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,spearman,undirected,estimable,-0.6690150291,0.6690150291,-1,8676,0,,12,True,1,0.8333333333,0.75,0.6666666667,-0.5038845915,0.5038845915,12,1,0.007773257212,True,500,1,-0.7170590324,-0.6193591784,0.09769985396,False,True,1,100,1,1,0.001237905672,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,spearman,undirected,estimable,-0.1414743203,0.1414743203,-1,8676,4.993619682e-40,,12,True,1,0.8333333333,0.5833333333,0.5,-0.2176373752,0.2777233333,12,1,0.02126660128,True,500,1,-0.2453724353,-0.0461919628,0.1991804725,False,True,0.998,100,1,1,0.002825461341,True,rejected,eligible_and_candidate_conditions_not_met,8,10,3,4,eligible_strength|eligible_persistence,candidate_strength,True,False,False,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,spearman,undirected,estimable,0.6071523526,0.6071523526,1,8578,0,,12,True,1,0.9166666667,0.9166666667,0.8333333333,0.5168720558,0.5168720558,12,1,0.01151669744,True,500,1,0.5308366605,0.6725845186,0.1417478581,False,True,1,100,1,1,0.001583963038,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,spearman,undirected,estimable,-0.07801694009,0.07801694009,-1,8719,2.987626246e-13,,12,True,1,0.75,0.8333333333,0.6666666667,-0.2500121155,0.3281464786,12,1,0.02584279713,True,500,1,-0.1782351394,0.01881229414,0.1970474335,True,False,0.946,100,1,1,0.001772576459,True,rejected,eligible_and_candidate_conditions_not_met,7,10,3,4,eligible_strength|eligible_persistence|eligible_interval_sign_support,candidate_strength,True,False,False,True,True,True,False,True,True,True,False,True,True
CGIE3_ID_02,7d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,spearman,undirected,estimable,-0.6068095001,0.6068095001,-1,8676,0,,12,True,1,0.8333333333,0.75,0.6666666667,-0.4901404152,0.4901404152,12,1,0.007563102082,True,500,1,-0.6587166931,-0.5494182226,0.1092984706,False,True,1,100,1,1,0.001518673044,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,spearman,undirected,estimable,-0.1274175176,0.1274175176,-1,8676,9.863667645e-33,,12,True,1,0.8333333333,0.5833333333,0.5,-0.2495806553,0.314745117,12,1,0.02084074173,True,500,1,-0.2288306883,-0.02497931913,0.2038513692,False,True,0.992,100,1,1,0.002220925599,True,rejected,eligible_and_candidate_conditions_not_met,8,10,3,4,eligible_strength|eligible_persistence,candidate_strength,True,False,False,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,spearman,undirected,estimable,0.55085097,0.55085097,1,8578,0,,12,True,1,0.9166666667,0.9166666667,0.8333333333,0.5302842449,0.5302842449,12,1,0.01045192646,True,500,1,0.4714423601,0.6173870883,0.1459447282,False,True,1,100,1,1,0.002022748859,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,spearman,undirected,estimable,0.2680461562,0.2680461562,1,8676,1.165510583e-142,,12,True,1,0.5,0.5833333333,0.4166666667,0.03919750186,0.3862444586,12,1,0.03066517281,True,500,1,0.1745672656,0.3597204486,0.185153183,False,True,1,100,1,1,0.002384782229,True,rejected,eligible_and_candidate_conditions_not_met,7,10,3,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_persistence,True,False,True,True,True,False,False,False,True,True,True,True,True
CGIE3_ID_02,7d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,spearman,undirected,estimable,0.5172865986,0.5172865986,1,8676,0,,12,True,1,0.9166666667,0.9166666667,0.8333333333,0.4022604483,0.4218071941,12,1,0.01180798288,True,500,1,0.4549612303,0.5804659932,0.1255047629,False,True,1,100,1,1,0.001678052839,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,spearman,undirected,estimable,-0.1824858294,0.1824858294,-1,8578,3.994028491e-65,,12,True,1,0.5833333333,0.6666666667,0.5,-0.2535610873,0.3953798504,12,1,0.03822215884,True,500,1,-0.2887182679,-0.07967526826,0.2090429996,False,True,1,100,1,1,0.002346472644,True,rejected,eligible_and_candidate_conditions_not_met,7,10,3,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_strength,True,False,False,True,True,False,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,spearman,undirected,estimable,0.3727351704,0.3727351704,1,8676,4.164906693e-284,,12,True,1,0.9166666667,0.5833333333,0.5833333333,0.3252241568,0.3252241568,12,1,0.01639146666,True,500,1,0.2856961426,0.4561650319,0.1704688893,False,True,1,100,1,1,0.002451972865,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,spearman,undirected,estimable,-0.8975932607,0.8975932607,-1,8578,0,,12,True,1,1,1,1,-0.8138044997,0.8138044997,12,1,0.008000319675,True,500,1,-0.9155514197,-0.877333902,0.03821751769,False,True,1,100,1,1,0.0004723484072,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,7d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,spearman,undirected,estimable,-0.3687397992,0.3687397992,-1,8578,1.606579826e-274,,12,True,1,0.8333333333,0.8333333333,0.75,-0.4122268249,0.4122268249,12,1,0.01640745124,True,500,1,-0.4534029925,-0.2721797291,0.1812232634,False,True,1,100,1,1,0.002055184155,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
