experiment_id,window_id,relation_id,source_id,target_id,id02_status,observed_strength,observed_absolute_strength,primary_nulls_admissible_count,primary_nulls_passed_alpha_0_05,primary_nulls_passed_alpha_0_10,null_outcome,primary_null_margin,minimum_one_primary_null_exceeded,id02_status_modified,null_circular_temporal_shift_admissible,null_circular_temporal_shift_estimable_repetitions,null_circular_temporal_shift_median_absolute_strength,null_circular_temporal_shift_q95_absolute_strength,null_circular_temporal_shift_empirical_p_value,null_circular_temporal_shift_corrected_p_value,null_circular_temporal_shift_passes_0_05,null_independent_block_permutation_admissible,null_independent_block_permutation_estimable_repetitions,null_independent_block_permutation_median_absolute_strength,null_independent_block_permutation_q95_absolute_strength,null_independent_block_permutation_empirical_p_value,null_independent_block_permutation_corrected_p_value,null_independent_block_permutation_passes_0_05,null_within_window_value_permutation_admissible,null_within_window_value_permutation_estimable_repetitions,null_within_window_value_permutation_median_absolute_strength,null_within_window_value_permutation_q95_absolute_strength,null_within_window_value_permutation_empirical_p_value,null_within_window_value_permutation_corrected_p_value,null_within_window_value_permutation_passes_0_05
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,eligible,-0.6192985896,0.6192985896,3,3,3,exceeds_null,0.5818829171,True,False,True,300,0.0492322537,0.1242536507,0.003322259136,0.003322259136,True,True,300,0.05533308142,0.1680894973,0.003322259136,0.003322259136,True,True,300,0.007681682437,0.02284236989,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,eligible,0.6035365782,0.6035365782,3,3,3,exceeds_null,0.5627486054,True,False,True,300,0.05505649662,0.1278733046,0.003322259136,0.003322259136,True,True,300,0.05791971043,0.1723644434,0.003322259136,0.003322259136,True,True,300,0.009387711306,0.02336831317,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,eligible,-0.5691115683,0.5691115683,3,3,3,exceeds_null,0.5339556489,True,False,True,300,0.04367980527,0.1175014355,0.003322259136,0.003322259136,True,True,300,0.05372840284,0.1578899361,0.003322259136,0.003322259136,True,True,300,0.008059549981,0.02492868843,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,0.5554651543,0.5554651543,3,3,3,exceeds_null,0.516094875,True,False,True,300,0.05289235437,0.1267456283,0.003322259136,0.003322259136,True,True,300,0.05731749673,0.1556415782,0.003322259136,0.003322259136,True,True,300,0.007900986817,0.02385058578,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,candidate,0.3355845205,0.3355845205,3,3,3,exceeds_null,0.2999513581,True,False,True,300,0.04638032121,0.1177257942,0.003322259136,0.003322259136,True,True,300,0.05254036399,0.1411622826,0.003322259136,0.003322259136,True,True,300,0.007978801821,0.02564105707,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,candidate,0.3159157065,0.3159157065,3,3,3,exceeds_null,0.2724181072,True,False,True,300,0.05874903982,0.1623405127,0.003322259136,0.003322259136,True,True,300,0.06355587599,0.1650946368,0.003322259136,0.003322259136,True,True,300,0.008187881883,0.02430174778,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,-0.8153786569,0.8153786569,3,3,3,exceeds_null,0.7703769451,True,False,True,300,0.06423174257,0.1611812939,0.003322259136,0.003322259136,True,True,300,0.06155340601,0.1743399165,0.003322259136,0.003322259136,True,True,300,0.009219986915,0.023920088,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,-0.3260219094,0.3260219094,3,3,3,exceeds_null,0.2839462292,True,False,True,300,0.05682986845,0.1431401971,0.003322259136,0.003322259136,True,True,300,0.06180355353,0.1486389191,0.003322259136,0.003322259136,True,True,300,0.007593618475,0.022530058,0.003322259136,0.003322259136,True
CGIE3_ID_03,7d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,eligible,-0.364965898,0.364965898,3,3,3,exceeds_null,0.3219075986,True,False,True,300,0.05662840533,0.192471087,0.003322259136,0.003671970624,True,True,300,0.06556535394,0.2000008364,0.003322259136,0.003488372093,True,True,300,0.006981139157,0.02139708092,0.003322259136,0.003322259136,True
CGIE3_ID_03,7d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,eligible,-0.688406885,0.688406885,3,3,3,exceeds_null,0.6321290469,True,False,True,300,0.08182873158,0.2035337826,0.003322259136,0.003671970624,True,True,300,0.08020467017,0.2367922702,0.003322259136,0.003488372093,True,True,300,0.006800112346,0.02040769757,0.003322259136,0.003322259136,True
